RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,source
Joselyne Edwards,Lucie Pudilova,114.0,-134.0,2023-04-15,"Kansas City, Missouri, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,3.6,0.37,0.6,0.7,0.31,2,5,22,0,0,0,2,1,0,0,3,Orthodox,172.72,170.18,125,0,2,0,4.35,0.51,0.4,0.88,0.33,2,2,15,0,0,1,2,0,0,0,3,Orthodox,172.72,177.8,135,27,28,0,-1,0,0,3,7,0,1,0,0.0,-7.62,1,-0.75,0.2,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Alex Pereira,Israel Adesanya,-150.0,130.0,2023-04-08,"Miami, Florida, USA",USA,Blue,True,Middleweight,MALE,5,1,0,0,4.0,0.48,0.1,0.05,0.12,9,2,53,11,0,1,7,4,0,0,12,Switch,193.04,203.2,185,0,4,0,5.23,0.63,0.3,0.17,1.0,4,0,11,4,0,0,1,3,0,0,4,Orthodox,193.04,200.66,205,35,33,1,-4,5,8,2,42,7,1,0,0.0,2.54,-2,-1.23,-0.2,-0.12,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,Red,KO/TKO,Punch,2.0,4:21,561.0,historical
Gilbert Burns,Jorge Masvidal,-450.0,360.0,2023-04-08,"Miami, Florida, USA",USA,Red,False,Welterweight,MALE,3,3,0,0,4.05,0.47,0.3,1.38,0.59,4,10,77,3,0,1,8,7,1,0,17,Orthodox,180.34,187.96,170,0,1,0,3.29,0.48,0.5,2.24,0.38,6,5,46,1,0,0,6,3,5,0,14,Orthodox,177.8,180.34,170,36,38,3,-1,-2,3,5,31,2,4,-4,2.54,7.62,2,0.76,-0.2,-0.86,11.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Rob Font,Adrian Yanez,176.0,-210.0,2023-04-08,"Miami, Florida, USA",USA,Red,False,Bantamweight,MALE,3,0,6,0,6.51,0.41,0.0,0.0,0.0,6,0,11,0,0,1,0,5,0,0,6,Orthodox,170.18,177.8,135,2,0,0,5.53,0.45,0.3,0.89,0.35,4,5,37,0,0,0,3,5,1,0,9,Orthodox,172.72,180.34,135,35,29,-2,6,2,-3,-5,-26,0,0,-1,-2.54,-2.54,-6,0.98,-0.3,-0.89,12.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,Red,KO/TKO,Punch,1.0,2:57,177.0,historical
Kevin Holland,Santiago Ponzinibbio,-260.0,215.0,2023-04-08,"Miami, Florida, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,4.74,0.41,0.0,0.59,0.32,7,5,38,0,0,0,5,6,0,0,11,Orthodox,182.88,185.42,170,2,0,0,4.25,0.49,0.6,0.84,0.38,5,6,46,0,0,2,2,4,3,0,11,Orthodox,190.5,205.74,185,30,36,-2,1,2,0,-1,-8,0,2,-3,-7.62,-20.32,6,0.49,-0.6,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punch,3.0,3:16,796.0,historical
Raul Rosas Jr.,Christian Rodriguez,-270.0,220.0,2023-04-08,"Miami, Florida, USA",USA,Blue,False,Bantamweight,MALE,3,0,1,0,3.65,0.47,1.1,1.07,0.54,1,1,7,0,0,0,1,0,1,0,2,Orthodox,170.18,180.34,145,0,2,0,1.12,0.43,1.8,4.39,0.38,2,0,4,0,0,0,1,0,1,0,2,Switch,175.26,170.18,135,18,25,0,-1,-1,0,1,3,0,0,0,-5.08,10.16,7,2.53,-0.7,-3.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Chris Curtis,Kelvin Gastelum,110.0,-130.0,2023-04-08,"Miami, Florida, USA",USA,Blue,False,Middleweight,MALE,3,2,0,0,3.74,0.42,0.1,1.1,0.34,5,8,57,2,0,3,3,3,2,0,11,Southpaw,175.26,180.34,170,0,1,0,5.76,0.51,0.0,0.0,0.0,4,1,14,0,0,0,1,4,0,0,5,Orthodox,177.8,190.5,185,35,31,2,-1,1,6,7,43,2,-1,2,-2.54,-10.16,-4,-2.02,0.1,1.1,15.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Michelle Waterson-Gomez,Luana Pinheiro,132.0,-156.0,2023-04-08,"Miami, Florida, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,3,0,3.57,0.4,0.2,2.24,0.33,3,0,5,0,0,0,1,1,0,0,3,Orthodox,157.48,157.48,115,2,0,0,3.42,0.46,0.6,1.39,0.33,4,6,43,0,0,2,2,0,4,0,8,Orthodox,160.02,157.48,115,37,30,-2,3,-1,-5,-6,-38,0,1,-4,-2.54,0.0,-7,0.15,-0.4,0.85,15.0,10.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,S-DEC,No Finish,3.0,5:00,900.0,historical
Gerald Meerschaert,Joe Pyfer,172.0,-205.0,2023-04-08,"Miami, Florida, USA",USA,Blue,False,Middleweight,MALE,3,0,2,0,3.72,0.41,0.9,1.45,0.41,2,1,4,0,0,0,0,2,0,0,2,Orthodox,187.96,190.5,185,0,1,0,3.13,0.45,1.6,2.14,0.36,3,7,35,0,0,0,0,1,9,0,10,Southpaw,185.42,195.58,185,35,26,0,1,-1,-8,-6,-31,0,1,-9,2.54,-5.08,-9,0.59,-0.7,-0.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,3:15,195.0,historical
Cynthia Calvillo,Loopy Godinez,210.0,-255.0,2023-04-08,"Miami, Florida, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,4.16,0.48,1.0,2.95,0.47,2,3,16,0,0,0,2,0,1,0,3,Orthodox,157.48,154.94,115,4,0,1,4.41,0.38,0.8,1.8,0.44,3,5,31,0,0,0,3,0,3,0,6,Orthodox,162.56,162.56,115,35,29,-3,0,-1,-3,-2,-15,0,0,-2,-5.08,-7.62,-6,-0.25,0.2,1.15,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Ignacio Bahamondes,Trey Ogden,-390.0,310.0,2023-04-08,"Miami, Florida, USA",USA,Red,False,Catch Weight,MALE,3,0,1,0,3.07,0.48,0.8,2.04,0.3,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,155,0,2,0,7.15,0.46,0.4,0.0,0.0,2,1,11,0,0,0,0,2,1,0,3,Orthodox,190.5,190.5,155,25,33,0,-1,-1,-2,0,-5,0,-2,-1,-10.16,-7.62,8,-4.08,0.4,2.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Shayilan Nuerdanbieke,Steve Garcia,-172.0,144.0,2023-04-08,"Miami, Florida, USA",USA,Blue,False,Featherweight,MALE,3,0,1,0,5.0,0.56,0.6,1.27,0.4,1,2,8,0,0,0,0,3,0,0,3,Southpaw,182.88,190.5,145,0,3,0,1.95,0.45,0.2,3.3,0.35,3,1,10,0,0,0,2,1,0,0,3,Orthodox,172.72,175.26,145,28,30,0,-2,-2,0,1,-2,0,2,0,10.16,15.24,2,3.05,0.4,-2.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punch,2.0,0:36,336.0,historical
Jaqueline Amorim,Sam Hughes,-270.0,220.0,2023-04-08,"Miami, Florida, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,4.33,0.46,0.0,0.85,0.3,2,4,16,0,1,0,0,1,0,0,2,Orthodox,165.1,162.56,115,0,0,0,3.33,0.52,5.4,1.48,0.23,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,172.72,115,27,30,1,0,2,2,4,16,0,1,0,5.08,-10.16,3,1.0,-5.4,-0.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Marlon Vera,Cory Sandhagen,116.0,-136.0,2023-03-25,"San Antonio, Texas, USA",USA,Blue,False,Bantamweight,MALE,5,0,1,0,5.02,0.44,0.3,1.19,0.32,5,3,29,1,0,1,1,5,1,0,8,Switch,180.34,177.8,135,0,4,0,4.27,0.49,0.8,0.51,0.39,5,6,53,1,0,0,3,7,4,0,14,Switch,172.72,177.8,135,30,30,0,-3,0,-6,-3,-24,0,-2,-3,7.62,0.0,0,0.75,-0.5,0.68,5.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,Red,S-DEC,No Finish,5.0,5:00,1500.0,historical
Holly Holm,Yana Santos,-245.0,200.0,2023-03-25,"San Antonio, Texas, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,1,0,0,4.42,0.58,0.1,0.97,0.53,2,3,17,1,0,0,4,0,0,0,4,Orthodox,167.64,172.72,135,1,0,0,3.13,0.4,0.1,0.87,0.3,3,6,48,5,0,1,4,2,0,0,7,Southpaw,172.72,175.26,135,41,33,0,0,-1,-3,-3,-31,-4,-2,0,-5.08,-2.54,-8,1.29,0.0,0.1,6.0,3.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Nate Landwehr,Austin Lingo,-215.0,180.0,2023-03-25,"San Antonio, Texas, USA",USA,Red,False,Featherweight,MALE,3,0,2,0,3.86,0.37,0.0,0.43,0.66,2,1,9,0,0,0,2,0,0,0,2,Orthodox,177.8,177.8,145,0,2,0,6.25,0.46,1.0,1.0,0.41,2,2,11,0,1,0,1,0,1,0,3,Orthodox,175.26,182.88,145,34,28,0,0,0,-1,-1,-2,0,0,-1,2.54,-5.08,-6,-2.39,-1.0,-0.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Rear Naked Choke,2.0,4:11,551.0,historical
Andrea Lee,Maycee Barber,220.0,-270.0,2023-03-25,"San Antonio, Texas, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,3,0,4.7,0.53,0.1,1.44,0.43,4,2,23,0,0,1,2,4,0,0,7,Switch,165.1,165.1,125,1,0,0,4.71,0.46,0.6,1.7,0.55,3,4,25,0,0,0,3,1,1,0,5,Orthodox,167.64,175.26,125,34,24,-1,3,1,2,-2,-2,0,3,-1,-2.54,-10.16,-10,-0.01,-0.5,-0.26,13.0,11.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,S-DEC,No Finish,3.0,5:00,900.0,historical
Chidi Njokuani,Albert Duraev,-162.0,134.0,2023-03-25,"San Antonio, Texas, USA",USA,Blue,False,Middleweight,MALE,3,1,0,0,2.99,0.4,0.6,1.97,0.29,2,1,6,0,0,0,1,0,1,0,2,Orthodox,180.34,190.5,185,1,0,0,4.09,0.61,0.2,0.0,0.0,3,1,7,0,0,0,0,3,0,0,3,Orthodox,190.5,203.2,170,34,34,0,0,-1,-1,0,-1,0,-3,1,-10.16,-12.7,0,-1.1,0.4,1.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Daniel Pineda,Tucker Lutz,250.0,-310.0,2023-03-25,"San Antonio, Texas, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,3.74,0.46,0.2,1.99,0.44,3,1,12,0,0,0,3,0,0,0,3,Orthodox,172.72,182.88,145,1,0,0,2.96,0.48,1.5,1.61,0.24,2,5,19,0,0,0,0,1,3,0,4,Orthodox,170.18,175.26,145,37,28,0,0,1,-1,-4,-7,0,-1,-3,2.54,7.62,-9,0.78,-1.3,0.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Guillotine Choke,2.0,2:50,470.0,historical
Steven Peterson,Lucas Alexander,-164.0,138.0,2023-03-25,"San Antonio, Texas, USA",USA,Blue,False,Featherweight,MALE,3,1,0,0,5.23,0.55,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,1,0,0,4.76,0.4,0.7,1.42,0.26,2,5,23,0,0,1,1,1,0,0,3,Orthodox,177.8,177.8,145,32,27,0,0,-2,-3,-4,-22,0,-1,0,2.54,7.62,-5,0.47,-0.7,-1.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Trevin Giles,Preston Parsons,102.0,-120.0,2023-03-25,"San Antonio, Texas, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,3.5,0.51,2.4,3.53,0.36,1,1,4,0,0,0,1,0,0,0,1,Orthodox,180.34,180.34,170,0,1,0,3.27,0.55,0.3,1.19,0.5,3,4,26,0,0,1,2,3,0,0,6,Orthodox,182.88,187.96,170,30,27,0,0,-2,-5,-3,-22,0,-3,0,-2.54,-7.62,-3,0.23,2.1,2.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
CJ Vergara,Daniel Lacerda,-275.0,130.0,2023-03-25,"San Antonio, Texas, USA",USA,Red,False,Flyweight,MALE,3,3,0,0,3.95,0.45,1.2,2.32,0.5,0,3,4,0,0,0,0,0,0,0,0,Switch,167.64,177.8,125,1,0,0,5.24,0.57,0.2,0.0,0.0,1,2,9,0,0,1,0,1,0,0,2,Orthodox,167.64,172.72,125,31,26,2,0,-1,-2,1,-5,0,-1,0,0.0,5.08,-5,-1.29,1.0,2.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Elbows,2.0,4:04,544.0,historical
Victor Altamirano,Vinicius Salvador,-104.0,-112.0,2023-03-25,"San Antonio, Texas, USA",USA,Red,False,Flyweight,MALE,3,0,1,0,5.48,0.43,0.0,0.36,0.11,1,0,2,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,135,0,1,0,4.55,0.57,0.0,3.43,0.39,1,1,7,0,0,1,0,1,0,0,2,Switch,172.72,177.8,125,32,26,0,0,0,-1,-1,-5,0,0,0,-2.54,0.0,-6,0.93,0.0,-3.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Leon Edwards,Kamaru Usman,205.0,-245.0,2023-03-18,"London, England, United Kingdom",United Kingdom,Red,True,Welterweight,MALE,5,1,0,0,4.36,0.52,0.1,2.82,0.45,15,1,58,8,0,0,10,4,1,0,15,Switch,182.88,193.04,170,0,10,0,2.68,0.53,0.4,1.25,0.36,10,2,50,3,0,1,7,3,1,0,12,Southpaw,187.96,187.96,170,31,35,1,-10,5,3,-1,8,5,1,0,-5.08,5.08,4,1.68,-0.3,1.57,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,5.0,Red,M-DEC,No Finish,5.0,5:00,1500.0,historical
Justin Gaethje,Rafael Fiziev,205.0,-250.0,2023-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Lightweight,MALE,3,0,6,0,4.9,0.51,0.0,0.29,0.4,6,1,19,0,0,0,3,3,0,0,6,Switch,172.72,180.34,155,1,0,0,6.78,0.59,0.0,0.11,0.25,4,4,23,2,0,0,1,5,0,0,6,Orthodox,180.34,177.8,155,34,30,-1,6,2,0,-3,-4,-2,-2,0,-7.62,2.54,-4,-1.88,0.0,0.18,6.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,Red,M-DEC,No Finish,3.0,5:00,900.0,historical
Gunnar Nelson,Bryan Barberena,-350.0,310.0,2023-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Welterweight,MALE,3,1,0,0,5.35,0.48,0.3,0.13,0.22,3,7,41,0,0,1,3,4,1,0,9,Southpaw,182.88,182.88,185,0,1,0,1.84,0.61,1.0,1.9,0.59,4,5,32,0,0,0,2,0,7,0,9,Switch,180.34,182.88,170,34,33,1,-1,-1,0,2,9,0,4,-6,2.54,0.0,-1,3.51,-0.7,-1.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Armbar,1.0,4:51,291.0,historical
Jennifer Maia,Casey O'Neill,154.0,-184.0,2023-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Women's Flyweight,FEMALE,3,0,4,0,7.89,0.52,0.7,1.45,0.34,4,0,10,0,0,1,0,2,1,0,4,Orthodox,167.64,175.26,125,0,1,0,4.35,0.38,0.1,0.42,0.27,2,5,30,1,0,0,4,0,1,0,5,Orthodox,162.56,162.56,125,34,25,0,3,2,-1,-5,-20,-1,2,0,5.08,12.7,-9,3.54,0.6,1.03,12.0,8.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Marvin Vettori,Roman Dolidze,-250.0,205.0,2023-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Middleweight,MALE,3,0,4,0,3.13,0.42,1.1,1.26,0.4,4,1,14,0,0,1,1,4,0,0,6,Orthodox,187.96,193.04,185,1,0,1,4.56,0.45,0.5,1.66,0.45,5,4,43,1,0,0,6,0,2,0,8,Southpaw,182.88,187.96,185,29,34,-1,4,-1,-2,-3,-29,-1,4,-2,5.08,5.08,5,-1.43,0.6,-0.4,9.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Jack Shore,Makwan Amirkhani,-560.0,420.0,2023-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Featherweight,MALE,3,1,0,0,1.33,0.44,1.1,3.96,0.43,3,6,28,0,0,1,1,1,4,0,7,Southpaw,177.8,182.88,145,1,0,0,3.75,0.58,0.7,3.1,0.38,5,1,16,0,0,1,2,0,2,0,5,Orthodox,172.72,180.34,145,28,34,0,0,-2,2,5,12,0,1,2,5.08,2.54,6,-2.42,0.4,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Rear Naked Choke,2.0,4:27,567.0,historical
Chris Duncan,Omar Morales,-110.0,-106.0,2023-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Lightweight,MALE,3,2,0,0,3.42,0.4,0.0,0.46,1.0,3,3,18,0,0,0,3,1,0,0,4,Orthodox,180.34,185.42,155,0,1,0,4.88,0.46,0.0,3.85,0.38,1,1,3,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,155,29,37,2,-1,2,3,2,15,0,0,0,2.54,5.08,8,-1.46,0.0,-3.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Sam Patterson,Yanal Ashmouz,-290.0,235.0,2023-03-18,"London, England, United Kingdom",United Kingdom,Blue,False,Lightweight,MALE,3,0,0,0,3.08,0.42,0.0,0.92,0.5,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,0,1,0,2.66,0.37,3.9,1.94,1.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,190.5,198.12,170,26,27,0,-1,-1,-1,0,-2,0,0,-1,-15.24,-25.4,1,0.42,-3.9,-1.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,1:15,75.0,historical
